"","Term","p.value","p.adj","z.score","set.size","set.mean","set.sd"
"GO:0030054","cell junction",3.72181031797843e-14,3.44654375287646e-12,7.47979929028691,1049,0.00252185895857236,0.00842821912128045
"GO:1903321","negative regulation of protein modification by small protein conjugation or removal",3.76194333054507e-14,3.45121392232004e-12,7.47838960172732,117,0.00589466585919669,0.00803984289187768
"GO:0016469","proton-transporting two-sector ATPase complex",3.76375302124071e-14,3.45121392232004e-12,7.47832638445362,46,0.0088823263329552,0.0110999943676691
"GO:0044249","cellular biosynthetic process",5.31633901761113e-14,4.85109452016750e-12,7.43279480416787,5202,0.00152315324798954,0.00783815518390183
"GO:0051436","negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle",5.37366611109748e-14,4.87960185797036e-12,7.43137649620037,67,0.00746849306894967,0.00829579259143824
"GO:0044085","cellular component biogenesis",5.6097306720189e-14,5.06935371742925e-12,7.425688672459,1962,0.00204334409251248,0.00774007717053808
"GO:0072431","signal transduction involved in mitotic G1 DNA damage checkpoint",5.93439759095079e-14,5.31142781513519e-12,7.41823881528631,66,0.00750656252030228,0.00811475468645327
"GO:1902400","intracellular signal transduction involved in G1 DNA damage checkpoint",5.93439759095079e-14,5.31142781513519e-12,7.41823881528631,66,0.00750656252030228,0.00811475468645327
"GO:0005886","plasma membrane",6.25288369022117e-14,5.56983058615606e-12,-7.41131020936248,4392,0.000200645648506214,0.00707624011176888
"GO:0006119","oxidative phosphorylation",7.2347015335212e-14,6.41385435478899e-12,7.39194716028224,67,0.00743364064896434,0.00834212851308573
"GO:0006977","DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest",8.80108173715133e-14,7.76570919694117e-12,7.36585001735026,65,0.00751036795745036,0.00817784613145659
"GO:0006807","nitrogen compound metabolic process",9.15833290713381e-14,8.04299414839648e-12,7.36054078593181,6604,0.00141445112061209,0.00764129902056819
"GO:0015985","energy coupled proton transport, down electrochemical gradient",9.50875927667098e-14,8.27306283857709e-12,7.35552708730611,17,0.013826083578393,0.0101892086624548
"GO:0015986","ATP synthesis coupled proton transport",9.50875927667098e-14,8.27306283857709e-12,7.35552708730611,17,0.013826083578393,0.0101892086624548
"GO:0044783","G1 DNA damage checkpoint",9.87031045341558e-14,8.54787163618481e-12,7.35054100397235,76,0.00699860514435986,0.00844925131479696
"GO:0042776","mitochondrial ATP synthesis coupled proton transport",1.0369372987901e-13,8.93868622634454e-12,7.34394558942146,14,0.0151226952659416,0.00991247652360856
"GO:0033554","cellular response to stress",1.39758700810436e-13,1.19923222814679e-11,7.30391287931248,1382,0.00226538679082262,0.00748303669491075
"GO:0051439","regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle",1.49319533707208e-13,1.26995521618976e-11,7.29500902144644,78,0.00687407527329438,0.00851861002418504
"GO:0044773","mitotic DNA damage checkpoint",1.49358573485378e-13,1.26995521618976e-11,7.29497382488378,97,0.0062540913508542,0.00852244509361167
"GO:0016655","oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor",1.54325513783284e-13,1.30625025376928e-11,7.29056797608808,53,0.00814831400729632,0.00891122789101109
"GO:0006364","rRNA processing",1.65532376097966e-13,1.39479667895881e-11,7.28111807546179,117,0.00576290539779879,0.00926775611849084
"GO:0006396","RNA processing",2.54046600417817e-13,2.13102946520882e-11,7.22311684565121,679,0.0028690302863918,0.00777108265476217
"GO:0012505","endomembrane system",3.58640732831823e-13,2.99497033408575e-11,7.17609990819087,3168,0.00173417868152961,0.00752264750512783
"GO:0044774","mitotic DNA integrity checkpoint",4.22371738810747e-13,3.51150477608615e-11,7.15369223103864,101,0.00604476594901065,0.00848069130360707
"GO:1902600","hydrogen ion transmembrane transport",4.3176761095849e-13,3.57373669495111e-11,7.15067292612103,92,0.0062897022992693,0.010830663323277
"GO:0032269","negative regulation of cellular protein metabolic process",4.78042981908773e-13,3.93932688087467e-11,7.1366850071374,508,0.00316089358302915,0.00784757863220286
"GO:0071158","positive regulation of cell cycle arrest",4.96293823147335e-13,4.07178607710265e-11,7.1315307602682,83,0.00656071325667745,0.00834836841197581
"GO:0005654","nucleoplasm",5.01820840433646e-13,4.09915311840689e-11,7.13000652683608,1417,0.00221483981391801,0.00712998506576228
"GO:0051443","positive regulation of ubiquitin-protein transferase activity",5.29874230633171e-13,4.2988680747151e-11,7.12251548074424,87,0.00642140700752988,0.00835093628915709
"GO:0015078","hydrogen ion transmembrane transporter activity",5.30866313086276e-13,4.2988680747151e-11,7.12225774906324,89,0.00635849545292607,0.0107397644030987
"GO:0051248","negative regulation of protein metabolic process",5.37966198363223e-13,4.33758435628554e-11,7.12042695907355,588,0.00299161233862027,0.00784312717092426
"GO:0006417","regulation of translation",7.52209774725574e-13,6.03898542747493e-11,7.07408140727444,252,0.00410640695867685,0.00868140744204074
"GO:0051351","positive regulation of ligase activity",8.07334783947143e-13,6.45384806346806e-11,7.06426619496275,92,0.00622457153848247,0.00845790238264243
"GO:0004930","G-protein coupled receptor activity",8.60248156690513e-13,6.84757532725649e-11,-7.05544467200299,793,-0.000874026341081799,0.00436627110210224
"GO:0044765","single-organism transport",1.01441983051639e-12,8.04056667357612e-11,7.03248717111819,3326,0.00169329147294284,0.00829968514487661
"GO:0031145","anaphase-promoting complex-dependent proteasomal ubiquitin-dependent protein catabolic process",1.08914291329266e-12,8.5964165974905e-11,7.02256693893935,83,0.00647421836841497,0.00847572030047269
"GO:0065003","macromolecular complex assembly",1.30905138583726e-12,1.02887038754083e-10,6.99683447997432,1178,0.00232587490076099,0.00776082494688045
"GO:0090304","nucleic acid metabolic process",1.36505147996467e-12,1.06839552235226e-10,6.99096066958475,4516,0.0015468997108479,0.00766252996175338
"GO:0051438","regulation of ubiquitin-protein transferase activity",1.46090612694171e-12,1.13865458377381e-10,6.98143445160406,103,0.00587159622080916,0.00828317939761354
"GO:0071944","cell periphery",1.56868252283354e-12,1.21758403618772e-10,-6.97142951256275,4488,0.000251666132074386,0.00711977662671164
"GO:0071156","regulation of cell cycle arrest",1.58843531556409e-12,1.22782111623727e-10,6.96966921060778,101,0.00591241434084197,0.00825484603124603
"GO:0051340","regulation of ligase activity",1.88689333275101e-12,1.45251961656133e-10,6.94540404278856,108,0.00572937576507992,0.00836861808661177
"GO:0002479","antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent",2.0623150010708e-12,1.58105182008321e-10,6.93284399229508,75,0.00669042660935358,0.00892347822440335
"GO:0004871","signal transducer activity",2.25278910537986e-12,1.71303548801771e-10,-6.92034098200814,1557,-0.000312507932089415,0.00602369930836349
"GO:0060089","molecular transducer activity",2.25278910537986e-12,1.71303548801771e-10,-6.92034098200814,1557,-0.000312507932089415,0.00602369930836349
"GO:0016072","rRNA metabolic process",2.34995260856248e-12,1.77968475691376e-10,6.91435691221544,122,0.0054216505600675,0.00929083944470012
"GO:0044425","membrane part",2.43026375936958e-12,1.83308523720836e-10,-6.90959107196499,5974,0.00037674839760144,0.00735950348214022
"GO:0030330","DNA damage response, signal transduction by p53 class mediator",2.7430176461842e-12,2.06067823652698e-10,6.89239611761891,111,0.005626888142694,0.00777259854944789
"GO:0008135","translation factor activity, nucleic acid binding",2.80944545890009e-12,2.10213947016741e-10,6.88899247990587,78,0.00654156331370323,0.00768274080742252
"GO:0042770","signal transduction in response to DNA damage",4.11763751803565e-12,3.06870627140935e-10,6.83439339293894,124,0.00533290290100293,0.00761789239520195
"GO:1902807","negative regulation of cell cycle G1/S phase transition",4.97211923172179e-12,3.67622380824458e-10,6.80730728421306,96,0.00592225795603531,0.00906369823551624
"GO:2000134","negative regulation of G1/S transition of mitotic cell cycle",4.97211923172179e-12,3.67622380824458e-10,6.80730728421306,96,0.00592225795603531,0.00906369823551624
"GO:0015992","proton transport",5.11182772575627e-12,3.76463974165342e-10,6.80331810352084,125,0.00529492908758056,0.0105536723824047
"GO:1902494","catalytic complex",5.36041617590462e-12,3.93223313672439e-10,6.79647711880837,790,0.00261180509031652,0.00761546874162692
"GO:0000077","DNA damage checkpoint",6.84422920712992e-12,5.00109966986611e-10,6.7611670478972,148,0.00491125785052034,0.00838129802288501
"GO:0031396","regulation of protein ubiquitination",7.10521932644077e-12,5.17160438600782e-10,6.75574374570177,209,0.0042666894890145,0.00798804619134951
"GO:0042255","ribosome assembly",7.62290116638108e-12,5.5268988069118e-10,6.74554085897808,20,0.0118279764692948,0.0117433124303221
"GO:0006818","hydrogen transport",8.77384953610981e-12,6.33681966882124e-10,6.72509576786706,127,0.00520979557715282,0.0104931950100777
"GO:0051348","negative regulation of transferase activity",9.24457725388144e-12,6.65111777350409e-10,6.71748204073461,278,0.00379663975345137,0.00757081205503806
"GO:0042273","ribosomal large subunit biogenesis",1.0106380405484e-11,7.2432931749036e-10,6.70447799607881,16,0.0130449220821608,0.0118830691942545
"GO:0044459","plasma membrane part",1.05240680809532e-11,7.51386326421031e-10,-6.69856134679892,2129,-8.5122705425485e-05,0.00732753976452079
"GO:2000045","regulation of G1/S transition of mitotic cell cycle",1.97281128007156e-11,1.40317139943037e-09,6.60610531430706,126,0.00515042823346146,0.00851970251486541
"GO:1901988","negative regulation of cell cycle phase transition",2.48531238717807e-11,1.76099445130882e-09,6.5718130534133,198,0.0042658654638109,0.00824989125867724
"GO:0009142","nucleoside triphosphate biosynthetic process",2.73041660084686e-11,1.92736501643175e-09,6.55779739347714,61,0.00697577840181325,0.0102377575399439
"GO:1902806","regulation of cell cycle G1/S phase transition",3.09026758488913e-11,2.17317840011038e-09,6.53930503965974,128,0.00507419811010849,0.00847451358665777
"GO:0000209","protein polyubiquitination",3.33127687644778e-11,2.33389008430083e-09,6.52806330763565,186,0.00435085483876028,0.00825740625572638
"GO:1901991","negative regulation of mitotic cell cycle phase transition",3.41605274599969e-11,2.38435383084591e-09,6.52429734427457,193,0.00428503793702152,0.00832642773523757
"GO:0007093","mitotic cell cycle checkpoint",3.44141044574461e-11,2.39312356126761e-09,6.52318863767619,171,0.00449794200849425,0.00805115633239781
"GO:1903320","regulation of protein modification by small protein conjugation or removal",3.63404233089456e-11,2.51771836450791e-09,6.51501819733006,225,0.00402765940504529,0.00806949088560408
"GO:0044092","negative regulation of molecular function",3.93002527436996e-11,2.712732574995e-09,6.50325477711674,895,0.00243389562514511,0.00734780047371165
"GO:0031570","DNA integrity checkpoint",4.01120322394261e-11,2.75858704070112e-09,6.50017981128308,156,0.00465533450004984,0.00827699712360305
"GO:0006521","regulation of cellular amino acid metabolic process",4.23670974256887e-11,2.90299972324151e-09,6.49194677900112,62,0.00686588522593193,0.0085296356121
"GO:0010608","posttranscriptional regulation of gene expression",5.85018371556745e-11,3.99392469282499e-09,6.44316978878888,435,0.00311065436890989,0.00822536819352294
"GO:0003743","translation initiation factor activity",5.90674902643304e-11,4.0178780832166e-09,6.44170982713976,49,0.0075614103655263,0.00677355125170066
"GO:0002474","antigen processing and presentation of peptide antigen via MHC class I",6.87982176136033e-11,4.6628241256524e-09,6.41853006594075,100,0.00553918854964898,0.00917071627759684
"GO:0007049","cell cycle",7.009462373959e-11,4.73353802047932e-09,6.4156869633261,1516,0.00204018661562464,0.00749162423802856
"GO:0019941","modification-dependent protein catabolic process",7.04734724821764e-11,4.74200279227192e-09,6.41486582285096,436,0.00309835052735943,0.00756263574016827
"GO:0006511","ubiquitin-dependent protein catabolic process",8.64700576277326e-11,5.7975229318436e-09,6.38362870386169,427,0.0031111775767051,0.00757633165855541
"GO:0043632","modification-dependent macromolecule catabolic process",1.03276007008466e-10,6.89957495392984e-09,6.35638867037164,440,0.00306812327804681,0.00753942451902723
"GO:0031400","negative regulation of protein modification process",1.13246305340776e-10,7.53873803453581e-09,6.34220978040873,395,0.00318627923255521,0.00758378477187579
"GO:1901990","regulation of mitotic cell cycle phase transition",1.26429408362575e-10,8.38648408805082e-09,6.32522807838658,251,0.00377274455937404,0.00789796944466916
"GO:0045263","proton-transporting ATP synthase complex, coupling factor F(o)",1.28978708572332e-10,8.52535591008497e-09,6.32214483726708,11,0.0147140936433346,0.0100357964914747
"GO:0009127","purine nucleoside monophosphate biosynthetic process",1.46380994800488e-10,9.60772943416817e-09,6.30256378717448,60,0.00678792959443414,0.00948827666661569
"GO:0009168","purine ribonucleoside monophosphate biosynthetic process",1.46380994800488e-10,9.60772943416817e-09,6.30256378717448,60,0.00678792959443414,0.00948827666661569
"GO:0051726","regulation of cell cycle",1.47342547586733e-10,9.63702690614486e-09,6.30154925922378,797,0.00247980571927678,0.00759372310538726
"GO:0006839","mitochondrial transport",1.69693297653837e-10,1.10602189056191e-08,6.27962684991869,161,0.00447059788607317,0.00830433431126514
"GO:0042590","antigen processing and presentation of exogenous peptide antigen via MHC class I",1.72310539611191e-10,1.11918088679407e-08,6.27724668725505,79,0.00600777672852124,0.00927372810109854
"GO:0048522","positive regulation of cellular process",1.95613089526022e-10,1.2661378728975e-08,6.25748862559369,3675,0.00156293060768413,0.00756084015085629
"GO:0031398","positive regulation of protein ubiquitination",2.01427588840952e-10,1.2992774058134e-08,6.25291742165749,145,0.00464821822661806,0.00837699980211865
"GO:0044257","cellular protein catabolic process",2.72692820119619e-10,1.75291817634281e-08,6.20545589998879,490,0.00290271780974127,0.00756428083722245
"GO:0051603","proteolysis involved in cellular protein catabolic process",2.94752120539259e-10,1.88823053657787e-08,6.19321181068679,472,0.00293762735852467,0.00761215406537832
"GO:0000075","cell cycle checkpoint",3.41086025075013e-10,2.17759562629802e-08,6.17016861681597,239,0.00377283106918991,0.00782031447919798
"GO:0009145","purine nucleoside triphosphate biosynthetic process",3.68627282439541e-10,2.34542243037893e-08,6.15787941361989,46,0.00747284278062843,0.0103369745772264
"GO:1901987","regulation of cell cycle phase transition",4.21967778905885e-10,2.67570483803847e-08,6.13643559385947,260,0.00363759660929599,0.00788018471389202
"GO:0007050","cell cycle arrest",4.24808293892044e-10,2.68461619781912e-08,6.13536917586179,220,0.00387911230713617,0.00807833818767082
